"Gene","PubmedID","Title"
"Col1a2","34034744","Identification of collagen genes related to immune infiltration and epithelial-mesenchymal transition in glioma."
"Col1a2","34015290","Amelioration of osteogenesis in iPSC-derived mesenchymal stem cells from osteogenesis imperfecta patients by endoplasmic reticulum stress inhibitor."
"Col1a2","34004031","VGLL4 inhibits YAP1/TEAD signaling to suppress the epidermal squamous cell carcinoma cancer phenotype."
"Col1a2","33988041","GCN2 Regulates ATF3-p38 MAPK Signaling Transduction in Pulmonary Veno-Occlusive Disease."
"Col1a2","33950576","Modification of COL1A1 in Autologous Adipose Tissue-Derived Progenitor Cells Rescues the Bone Phenotype in a Mouse Model of Osteogenesis Imperfecta."
"Col1a2","33865812","Nrf2 activation is involved in osteogenic differentiation of periodontal ligament stem cells under cyclic mechanical stretch."
"Col1a2","33823749","TMT-labelled quantitative proteomic analysis to predict the target promoting human odontogenic inflammatory granulation tissue transform into reparative granulation tissue."
"Col1a2","33625534","Silencing Proteasome 26S Subunit ATPase 2 (PSMC2) Protects the Osteogenic Differentiation In Vitro and Osteogenesis In Vivo."
"Col1a2","33597893","Role of 1,25-Dihydroxyvitamin D(3) on Osteogenic Differentiation and Mineralization of Chicken Mesenchymal Stem Cells."
"Col1a2","33543025","Osteoblasts mineralization and collagen matrix are conserved upon specific Col1a2 silencing."
"Col1a2","33510795","Comparative Analysis of Tenogenic Gene Expression in Tenocyte-Derived Induced Pluripotent Stem Cells and Bone Marrow-Derived Mesenchymal Stem Cells in Response to Biochemical and Biomechanical Stimuli."
"Col1a2","33463067","Reiterative infusions of MSCs improve pediatric osteogenesis imperfecta eliciting a pro-osteogenic paracrine response: TERCELOI clinical trial."
"Col1a2","33455278","SOX2Mediates Carbon Nanotube-Induced Fibrogenesis and Fibroblast Stem Cell Acquisition."
"Col1a2","33260388","Qualifying Osteogenic Potency Assay Metrics for Human Multipotent Stromal Cells: TGF-β2 a Telling Eligible Biomarker."
"Col1a2","33227483","Inclusion of a 3D-printed Hyperelastic Bone mesh improves mechanical and osteogenic performance of a mineralized collagen scaffold."
"Col1a2","33069969","Ziyuglycoside II alleviates cyclophosphamide-induced leukopenia in mice via regulation of HSPC proliferation and differentiation."
"Col1a2","32940137","Bone Marrow Mesenchymal Stem Cell-Derived Tissues are Mechanically Superior to Meniscus Cells."
"Col1a2","32938906","LncRNA MM2P-induced, exosome-mediated transfer of Sox9 from monocyte-derived cells modulates primary chondrocytes."
"Col1a2","32883960","Multi-omic single cell analysis resolves novel stromal cell populations in healthy and diseased human tendon."
"Col1a2","32770541","Osteogenesis imperfecta: Novel genetic variants and clinical observations from a clinical exome study of 54 Indian patients."
"Col1a2","32659730","Generation of an induced pluripotent stem cell line (CHFUi001-A) from an osteogenesis imperfecta patient with COL1A2 mutation."
"Col1a2","32410187","Molecular skin changes in Cushing syndrome and the effects of treatment."
"Col1a2","32293980","Identifying the hub gene in gastric cancer by bioinformatics analysis and in vitro experiments."
"Col1a2","32260159","Human Peripheral Blood-Derived Endothelial Colony-Forming Cells Are Highly Similar to Mature Vascular Endothelial Cells yet Demonstrate a Transitional Transcriptomic Signature."
"Col1a2","32028724","Adipose-Derived Mesenchymal Stem Cell Chondrospheroids Cultured in Hypoxia and a 3D Porous Chitosan/Chitin Nanocrystal Scaffold as a Platform for Cartilage Tissue Engineering."
"Col1a2","31943281","Generation of a self-cleaved inducible Cre recombinase for efficient temporal genetic manipulation."
"Col1a2","31859429","Engraftment of skeletal progenitor cells by bone-directed transplantation improves osteogenesis imperfecta murine bone phenotype."
"Col1a2","31853946","A novel mutation combining with rs66612022 in a Chinese pedigree suggests a new pathogenesis to osteogenesis imperfecta via whole genome sequencing."
"Col1a2","31843019","Human fetal skin-derived stem cell secretome enhances radiation-induced skin injury therapeutic effects by promoting angiogenesis."
"Col1a2","31744537","Antler stem cell-conditioned medium stimulates regenerative wound healing in rats."
"Col1a2","31582988","Comparison of Rapidly Proliferating, Multipotent Aortic Valve-Derived Stromal Cells and Valve Interstitial Cells in the Human Aortic Valve."
"Col1a2","31551525","Human umbilical cord perivascular cells-derived extracellular vesicles mediate the transfer of IGF-I to the liver and ameliorate hepatic fibrogenesis in mice."
"Col1a2","31521812","Glutamic acid-based dendritic peptides for scaffold-free cartilage tissue engineering."
"Col1a2","31428875","Antler stem cells as a novel stem cell source for reducing liver fibrosis."
"Col1a2","31409759","Overexpressed pseudogenes, DUXAP8 and DUXAP9, promote growth of renal cell carcinoma and serve as unfavorable prognostic biomarkers."
"Col1a2","31401395","RNA-sequencing based bone marrow cell transcriptome analysis reveals the potential mechanisms of E'jiao against blood-deficiency in mice."
"Col1a2","31277043","Regulation of the tenogenic gene expression in equine tenocyte-derived induced pluripotent stem cells by mechanical loading and Mohawk."
"Col1a2","31253635","Single cell dynamics of embryonic muscle progenitor cells in zebrafish."
"Col1a2","30967964","Dynamic mechanical loading facilitated chondrogenic differentiation of rabbit BMSCs in collagen scaffolds."
"Col1a2","30933759","Low-dose cadmium exposure acts on rat mesenchymal stem cells via RANKL/OPG and downregulate osteogenic differentiation genes."
"Col1a2","30626716","Loss of HDAC3 results in nonreceptive endometrium and female infertility."
"Col1a2","30617299","Group 2 innate lymphoid cells (ILC2) are regulated by stem cell factor during chronic asthmatic disease."
"Col1a2","30583585","Mutual Expression of ALDH1A1, LOX, and Collagens in Ovarian Cancer Cell Lines as Combined CSCs- and ECM-Related Models of Drug Resistance Development."
"Col1a2","30333910","RND1 regulates migration of human glioblastoma stem-like cells according to their anatomical localization and defines a prognostic signature in glioblastoma."
"Col1a2","30147688","CCR2 Contributes to F4/80+ Cells Migration Along Intramembranous Bone Healing in Maxilla, but Its Deficiency Does Not Critically Affect the Healing Outcome."
"Col1a2","30010837","The conditioned medium of human mesenchymal stromal cells reduces irradiation-induced damage in cardiac fibroblast cells."
"Col1a2","29707433","A robust method for RNA extraction and purification from a single adult mouse tendon."
"Col1a2","29636678","Reduction of Proliferating Olfactory Cells and Low Expression of Extracellular Matrix Genes Are Hallmarks of the Aged Olfactory Mucosa."
"Col1a2","29588876","Ectopic Telomerase Expression Fails to Maintain Chondrogenic Capacity in Three-Dimensional Cultures of Clinically Relevant Cell Types."
"Col1a2","29439436","Chondrogenic Differentiation of Defined Equine Mesenchymal Stem Cells Derived from Umbilical Cord Blood for Use in Cartilage Repair Therapy."
"Col1a2","29389887","Improvement of the Chondrocyte-Specific Phenotype upon Equine Bone Marrow Mesenchymal Stem Cell Differentiation: Influence of Culture Time, Transforming Growth Factors and Type I Collagen siRNAs on the Differentiation Index."
"Col1a2","29269312","Fabrication of polycaprolactone-silanated β-tricalcium phosphate-heparan sulfate scaffolds for spinal fusion applications."
"Col1a2","29245016","Preferential myofibroblast differentiation of cardiac mesenchymal progenitor cells in the presence of atrial fibrillation."
"Col1a2","29085053","Shockwaves Inhibit Chondrogenic Differentiation of Human Mesenchymal Stem Cells in Association with Adenosine and A2B Receptors."
"Col1a2","29028628","Role of PDGF-BB in proliferation, differentiation and maintaining stem cell properties of PDL cells in vitro."
"Col1a2","28980049","Effects of endogenous hypercortisolism on bone mRNA and microRNA expression in humans."
"Col1a2","28836200","Characterization of Mesenchymal-Fibroblast Cells Using the Col1a2 Promoter/Enhancer."
"Col1a2","28818856","Deletion of NF-κB/RelA in Angiotensin II-Sensitive Mesenchymal Cells Blocks Aortic Vascular Inflammation and Abdominal Aortic Aneurysm Formation."
"Col1a2","28724751","Tomo-Seq Identifies SOX9 as a Key Regulator of Cardiac Fibrosis During Ischemic Injury."
"Col1a2","28548630","Tenogenic Differentiation of Human Embryonic Stem Cells."
"Col1a2","28324211","GEORG-SCHMORL-PRIZE OF THE GERMAN SPINE SOCIETY (DWG) 2016: Comparison of in vitro osteogenic potential of iliac crest and degenerative facet joint bone autografts for intervertebral fusion in lumbar spinal stenosis."
"Col1a2","28179498","Loss of Twist1 in the Mesenchymal Compartment Promotes Increased Fibrosis in Experimental Lung Injury by Enhanced Expression of CXCL12."
"Col1a2","28097053","In vitro effect of direct current electrical stimulation on rat mesenchymal stem cells."
"Col1a2","27711115","Potency Biomarker Signature Genes from Multiparametric Osteogenesis Assays: Will cGMP Human Bone Marrow Mesenchymal Stromal Cells Make Bone?"
"Col1a2","27623927","Insulin receptor substrate-1 time-dependently regulates bone formation by controlling collagen Iα2 expression via miR-342."
"Col1a2","27390605","Increased Expression of Several Collagen Genes is Associated with Drug Resistance in Ovarian Cancer Cell Lines."
"Col1a2","27146342","Osteoblastic differentiation of bone marrow mesenchymal stromal cells in Bruck Syndrome."
"Col1a2","27012623","Milk extracellular vesicles accelerate osteoblastogenesis but impair bone matrix formation."
"Col1a2","26858950","Chondrogenesis of Human Infrapatellar Fat Pad Stem Cells on Acellular Dermal Matrix."
"Col1a2","26451912","Osteogenic Profile of Mesenchymal Cell Populations Contributing to Alveolar Bone Formation."
"Col1a2","26379836","Homeobox B7 promotes the osteogenic differentiation potential of mesenchymal stem cells by activating RUNX2 and transcript of BSP."
"Col1a2","26078764","Effects of Naringin on Proliferation and Osteogenic Differentiation of Human Periodontal Ligament Stem Cells In Vitro and In Vivo."
"Col1a2","25760857","Examining the feasibility of clinical grade CD271+ enrichment of mesenchymal stromal cells for bone regeneration."
"Col1a2","25753222","Cross-Talk Between VEGF and BMP-6 Pathways Accelerates Osteogenic Differentiation of Human Adipose-Derived Stem Cells."
"Col1a2","25633569","Aberrant gene expression profiles, during in vitro osteoblast differentiation, of telomerase deficient mouse bone marrow stromal stem cells (mBMSCs)."
"Col1a1","36893290","Exosome-Based Regimen Rescues Endometrial Fibrosis in Intrauterine Adhesions Via Targeting Clinical Fibrosis Biomarkers."
"Col1a1","36849663","Extracellular Vesicles Derived from Auricular Chondrocytes Facilitate Cartilage Differentiation of Adipose-Derived Mesenchymal Stem Cells."
"Col1a1","36841345","Examining the Effects of In Vitro Co-Culture of Equine Adipose-Derived Mesenchymal Stem Cells with Tendon Proper and Peritenon Cells."
"Col1a1","36837578","Effects of Enamel Matrix Derivative on Cell Spheroids Made of Stem Cells Obtained from the Gingiva on Osteogenic Differentiation."
"Col1a1","36836167","Differentiation of Adipose-Derived Stem Cells into Smooth Muscle Cells in an Internal Anal Sphincter-Targeting Anal Incontinence Rat Model."
"Col1a1","36835263","Astaxanthin Promotes the Survival of Adipose-Derived Stem Cells by Alleviating Oxidative Stress via Activating the Nrf2 Signaling Pathway."
"Col1a1","36822490","DNA methyltransferases inhibitor azacitidine improves the skeletal phenotype of mild osteogenesis imperfecta by reversing the impaired osteogenesis and excessive osteoclastogenesis."
"Col1a1","36759894","Calcium-to-phosphorus releasing ratio affects osteoinductivity and osteoconductivity of calcium phosphate bioceramics in bone tissue engineering."
"Col1a1","36746996","Synthesis, characterization, and evaluation of Hesperetin nanocrystals for regenerative dentistry."
"Col1a1","36736265","Synergistic effects of growth factor-based serum-free medium and tendon-like substrate topography on tenogenesis of mesenchymal stem cells."
"Col1a1","36734182","Identifying the dominant variant of a cis-double-variant in COL1A1 from an osteogenesis imperfecta patient and developing gene therapies."
"Col1a1","36733959","Micro-fragmented and nanofat adipose tissue derivatives: In vitro qualitative and quantitative analysis."
"Col1a1","36722472","Creating an atlas of the bone microenvironment during oral inflammatory-related bone disease using single-cell profiling."
"Col1a1","36676667","Assessment of the Impacts of Centipeda minima (L.) on Cell Viability, and Osteogenic Differentiation of Mesenchymal Stem Cell Spheroids."
"Col1a1","36674753","Effect of Octacalcium Phosphate Crystals on the Osteogenic Differentiation of Tendon Stem/Progenitor Cells In Vitro."
"Col1a1","36660551","Osteoblast-Specific Overexpression of Nucleolar Protein NO66/RIOX1 in Mouse Embryos Leads to Osteoporosis in Adult Mice."
"Col1a1","36652382","iTRAQ-based Proteomic Analysis Unveils ACSL4 as a Novel Potential Regulator of Human Endometrial Receptivity."
"Col1a1","36635477","Hyaluronic acid and multiwalled carbon nanotubes as bioink additives for cartilage tissue engineering."
"Col1a1","36617832","Galangin inhibits lipopolysaccharide-induced inflammation and stimulates osteogenic differentiation of bone marrow mesenchymal stem cells via regulation of AKT/mTOR signaling."
"Col1a1","36604630","N-Acetyl-L-cysteine facilitates tendon repair and promotes the tenogenic differentiation of tendon stem/progenitor cells by enhancing the integrin α5/β1/PI3K/AKT signaling."
"Col1a1","36604049","Immediate stress dissipation in dual cross-link hydrogels controls osteogenic commitment of mesenchymal stem cells."
"Col1a1","36585930","Dental Stem Cells SV40, a new cell line developed in vitro from human stem cells of the apical papilla."
"Col1a1","36575539","Effect of glucose depletion and fructose administration during chondrogenic commitment in human bone marrow-derived stem cells."
"Col1a1","36516336","Periplaneta americana extract promotes osteoblast differentiation of human alveolar bone marrow mesenchymal stem cells."
"Col1a1","36458467","ALK-5 Inhibitors for Efficient Derivation of Mesenchymal Stem Cells from Human Embryonic Stem Cells."
"Col1a1","36430812","Scalable Generation of Nanovesicles from Human-Induced Pluripotent Stem Cells for Cardiac Repair."
"Col1a1","36415513","Investigation of key signaling pathways and appropriate diagnostic biomarkers selection between non-invasive to invasive stages in pancreatic cancer: a computational observation."
"Col1a1","36371298","Establishment of a human pluripotent stem cell-derived MKX-td Tomato reporter system."
"Col1a1","36369887","METTL3-mediated long non-coding RNA MIR99AHG methylation targets miR-4660 to promote bone marrow mesenchymal stem cell osteogenic differentiation."
"Col1a1","36368567","Gastric cancer-derived mesenchymal stem cells promote gastric cancer cell lines migration by modulating CD276 expression."
"Col1a1","36313391","Role of osteopontin in the process of pulpal healing following tooth replantation in mice."
